Close,wma,Profit
27890.125,27884.512152777777,-0.22
27887.294921875,27885.437239583334,-0.22
27883.466796875,27885.326909722222,0.71
27881.51953125,27884.718359375,0.71
27881.41796875,27884.094661458334,0.71
27890.1015625,27885.28324652778,0.71
27895.208984375,27887.286588541665,0.71
27901.158203125,27890.23654513889,0.71
27895.33984375,27891.615104166667,0.71
27896.638671875,27893.03988715278,0.71
27892.931640625,27893.578515625,0.82
27881.501953125,27891.705946180555,0.82
27882.568359375,27890.090321180556,0.82
27876.265625,27887.19084201389,0.82
27876.052734375,27884.36328125,0.82
27878.431640625,27882.323697916665,0.82
27881.6953125,27881.309678819445,0.82
27889.658203125,27882.320746527777,0.82
27882.21875,27881.970182291665,0.82
27875.103515625,27880.51701388889,0.58
27871.93359375,27878.826041666667,0.58
27873.494140625,27877.659809027777,0.58
27878.234375,27877.643272569443,0.58
27867.197265625,27875.37556423611,0.18
27860.16015625,27871.897222222222,0.18
27851.3203125,27867.056944444445,0.18
27847.0,27862.027604166666,0.18
27847.033203125,27857.952864583334,0.18
27853.578125,27855.969010416666,0.18
27852.560546875,27854.25998263889,0.18
27855.130859375,27853.49552951389,0.18
27858.310546875,27853.775086805555,0.18
27873.130859375,27857.461458333335,0.18
27884.771484375,27863.344097222223,0.18
27883.162109375,27868.357942708335,0.18
27895.59375,27875.150520833333,0.18
27894.224609375,27880.589409722223,0.18
27899.763671875,27886.087413194444,0.18
27900.56640625,27890.719618055555,0.18
27895.576171875,27893.286979166667,0.18
27892.3203125,27894.304383680555,1.52
27898.822265625,27895.86640625,1.52
27902.099609375,27897.512977430557,1.52
27914.345703125,27901.223697916666,1.52
27918.15625,27905.003559027777,1.52
27927.306640625,27910.112109375,1.52
27916.94921875,27912.41401909722,1.52
27911.41796875,27913.227777777778,1.97
27911.31640625,27913.780078125,1.97
27912.638671875,27914.247048611112,1.97
27916.08984375,27914.952734375,1.97
27910.806640625,27914.218055555557,1.78
27905.41015625,27912.210590277777,1.78
27904.20703125,27910.161067708334,1.78
27907.154296875,27909.010980902778,1.78
27902.640625,27907.405989583334,1.78
27895.162109375,27904.62326388889,1.78
27892.728515625,27901.71506076389,1.78
27888.9453125,27898.46328125,1.78
27887.634765625,27895.475911458332,1.78
27881.0859375,27891.81111111111,1.78
27881.611328125,27888.911848958334,1.78
27880.490234375,27886.31723090278,1.78
27900.99609375,27888.350824652778,1.78
27908.095703125,27891.94118923611,1.78
27914.5234375,27896.69587673611,1.78
27913.8828125,27900.8921875,1.78
27913.078125,27904.457465277777,1.78
27913.103515625,27907.491536458332,1.78
27913.060546875,27909.951041666667,1.78
27922.626953125,27913.61328125,1.78
27929.244140625,27917.6875,1.78
27917.509765625,27918.33142361111,2.37
27908.390625,27916.78454861111,2.37
27911.181640625,27915.789322916666,2.37
27909.294921875,27914.491015625,2.37
27898.63671875,27911.163020833334,2.37
27907.52734375,27909.934071180556,2.37
27912.9375,27909.911067708334,2.37
27913.8359375,27910.07048611111,2.37
27913.9609375,27910.450260416666,2.37
27934.369140625,27915.251302083332,2.37
27930.546875,27918.91323784722,2.37
27924.173828125,27920.808203125,2.37
27924.533203125,27922.486328125,2.37
27930.142578125,27924.947699652777,2.37
27927.21484375,27926.123394097223,2.37
27924.330078125,27926.284635416665,2.78
27926.4765625,27926.622005208334,2.78
27918.13671875,27925.010503472222,2.78
27917.048828125,27923.088628472222,2.78
27914.6015625,27921.062196180555,2.78
27916.26171875,27919.722135416665,2.78
27904.853515625,27916.276258680555,2.78
27906.783203125,27913.653645833332,2.78
27899.849609375,27910.163411458332,2.78
27897.47265625,27906.805902777778,2.78
27895.158203125,27903.582335069445,2.78
27890.8515625,27900.19340277778,2.78
27897.755859375,27898.791666666668,2.78
27902.392578125,27898.746006944446,2.78
27904.712890625,27899.43572048611,2.78
27906.845703125,27900.80863715278,2.78
27909.267578125,27902.62165798611,2.78
27914.19140625,27905.364236111112,2.78
27911.251953125,27907.200217013888,2.78
27914.71875,27909.423350694444,2.78
27921.689453125,27912.605946180556,2.78
27921.669921875,27915.099348958334,2.78
27922.390625,27917.20546875,2.78
27913.703125,27917.1296875,3.19
27922.6484375,27918.64318576389,3.19
27921.498046875,27919.575434027778,3.19
27909.1015625,27917.756597222222,2.7
27911.205078125,27916.471571180555,2.7
27920.39453125,27917.025477430554,2.7
27917.37890625,27916.850130208335,2.7
27902.029296875,27913.700651041665,2.04
27903.853515625,27911.352473958334,2.04
27899.009765625,27908.44748263889,2.04
27900.119140625,27906.090885416666,2.04
27900.0,27904.21111111111,2.04
27892.873046875,27901.383680555555,2.04
27864.16796875,27893.175868055554,2.04
27859.7890625,27885.13754340278,2.04
27857.359375,27877.960069444445,2.04
27847.025390625,27870.049565972222,2.04
27833.970703125,27860.750434027777,2.04
27852.328125,27856.67573784722,2.04
27854.580078125,27854.088802083334,2.04
27855.55859375,27852.70954861111,2.04
27867.9765625,27854.801475694443,2.04
27871.373046875,27858.125954861112,2.04
27864.201171875,27859.855946180556,2.04
27856.29296875,27859.90625,2.1
27868.916015625,27862.504861111112,2.1
27872.666015625,27865.36701388889,2.1
27874.798828125,27867.795833333334,2.1
27874.66015625,27869.697569444445,2.1
27871.521484375,27870.52534722222,2.1
27852.23046875,27867.140190972223,1.51
27853.14453125,27864.287760416668,1.51
27850.806640625,27861.37282986111,1.51
27852.662109375,27859.126649305555,1.51
27846.330078125,27855.69474826389,1.51
27848.609375,27853.220616319446,1.51
27850.0390625,27851.56701388889,1.51
27838.240234375,27848.103862847223,1.51
27837.794921875,27845.360980902777,1.51
27839.79296875,27843.7671875,1.51
27840.70703125,27842.63259548611,1.51
27839.98828125,27841.63064236111,1.51
27840.51171875,27840.97378472222,1.51
27841.005859375,27840.68576388889,1.51
27836.87890625,27839.690668402778,1.36
27839.62890625,27839.50625,1.36
27861.720703125,27843.97152777778,1.36
27858.8046875,27847.33181423611,1.36
27860.48828125,27850.56193576389,1.36
27855.546875,27852.343880208333,1.36
27843.705078125,27851.42769097222,1.5
27832.927734375,27848.2734375,1.5
27736.607421875,27826.02365451389,1.5
27725.208984375,27803.814149305555,1.5
27707.966796875,27780.637760416666,1.5
27714.021484375,27761.598133680556,1.5
27704.123046875,27743.861024305555,1.5
27694.70703125,27727.678081597223,1.5
27713.25390625,27718.888541666667,1.5
27693.44921875,27709.300130208332,1.5
27725.578125,27709.47651909722,1.5
27730.662109375,27713.05525173611,1.5
27714.806640625,27713.595008680557,1.5
27705.580078125,27712.520616319445,0.78
27696.0078125,27709.58480902778,0.78
27703.865234375,27708.620789930555,0.78
27708.15625,27708.520703125,0.78
27711.68359375,27708.827213541666,0.78
27725.8359375,27711.999088541666,0.78
27731.439453125,27715.571961805555,0.78
27737.279296875,27720.182552083334,0.78
27737.375,27724.665234375,0.78
27738.138671875,27728.799131944445,0.78
27749.501953125,27734.482161458334,0.78
27757.080078125,27740.492057291667,0.78
27745.873046875,27743.077994791667,0.78
27750.1796875,27745.687109375,0.78
27754.796875,27748.364192708334,0.78
27762.150390625,27751.868402777778,0.78
27751.361328125,27752.532335069445,2.21
27753.5546875,27753.322005208334,2.21
27752.640625,27753.569314236112,2.18
27753.46875,27753.65998263889,2.18
27761.755859375,27755.319921875,2.18
27765.791015625,27757.68298611111,2.18
27767.25,27759.895225694443,2.18
27767.951171875,27761.868359375,2.18
27778.537109375,27765.666362847223,2.18
27787.580078125,27770.90881076389,2.18
27783.9296875,27774.616319444445,2.18
27792.076171875,27779.278125,2.18
27788.533203125,27782.354991319444,2.18
27792.63671875,27785.473350694443,2.18
27783.349609375,27786.048046875,2.96
27771.70703125,27783.904036458334,2.96
27775.38671875,27782.396918402777,2.96
27786.701171875,27782.98745659722,2.96
27791.998046875,27784.455946180555,2.96
27795.82421875,27786.591493055555,2.96
27799.181640625,27789.13420138889,2.96
27788.673828125,27789.417447916665,3.03
27782.75,27788.512803819445,3.03
27788.654296875,27789.008723958334,3.03
27781.10546875,27787.87699652778,3.03
27767.314453125,27783.778211805555,3.03
27746.451171875,27775.68615451389,3.03
27758.95703125,27770.989713541665,3.03
27775.361328125,27770.30837673611,3.03
27782.79296875,27771.568098958334,3.03
27795.79296875,27775.792013888888,3.03
27793.439453125,27779.387022569445,3.03
27796.45703125,27783.348003472223,3.03
27794.724609375,27786.78910590278,3.03
27797.013671875,27790.38537326389,3.03
27791.97265625,27792.313454861112,3.63
27793.318359375,27793.499088541666,3.63
27799.73046875,27795.203559027777,3.63
27797.998046875,27796.020008680556,3.63
27802.66796875,27797.432552083334,3.63
27795.68359375,27797.295442708335,3.48
27799.90234375,27797.952213541666,3.48
27798.263671875,27798.2046875,3.48
27802.583984375,27799.242578125,3.48
27805.673828125,27800.774652777778,3.48
27800.12890625,27800.893272569443,3.49
27797.06640625,27800.248046875,3.49
27787.421875,27797.733116319443,3.49
27792.724609375,27796.513758680554,3.49
27798.3515625,27796.640755208333,3.49
27802.333984375,27797.504947916666,3.49
27807.630859375,27799.374479166665,3.49
27808.64453125,27801.238585069445,3.49
27806.775390625,27802.594184027777,3.49
27812.90234375,27805.150694444445,3.49
27810.23828125,27806.890538194446,3.49
27818.73046875,27810.036111111112,3.49
27817.443359375,27812.228515625,3.49
27846.732421875,27819.729427083334,3.49
27839.4765625,27824.704036458334,3.49
27842.2890625,27829.415755208334,3.49
27837.498046875,27832.399088541668,3.49
27827.142578125,27832.67013888889,4.53
27824.05859375,27831.871788194443,4.53
27812.951171875,27828.604036458335,4.53
27815.96484375,27825.87873263889,4.53
27817.962890625,27823.614496527778,4.53
27821.025390625,27821.95121527778,4.53
27827.197265625,27822.09357638889,4.53
27828.650390625,27822.79943576389,4.53
27805.55859375,27819.19001736111,3.75
27802.216796875,27815.622005208334,3.75
27804.87109375,27813.138758680554,3.75
27810.921875,27812.292057291666,3.75
27826.658203125,27814.637717013888,3.75
27825.15234375,27816.444574652778,3.75
27824.9765625,27818.056510416667,3.75
27838.978515625,27822.38103298611,3.75
27841.349609375,27826.91796875,3.75
27843.837890625,27831.670355902777,3.75
27838.876953125,27834.57990451389,3.75
27844.966796875,27837.89275173611,3.75
27845.7265625,27840.466536458334,3.75
27805.205078125,27834.162586805556,2.98
27775.22265625,27822.338888888888,2.98
27776.775390625,27811.935286458334,2.98
27782.68359375,27803.784461805557,2.98
27792.51953125,27798.851822916666,2.98
27794.041015625,27795.30859375,2.98
27803.197265625,27794.703211805554,2.98
27804.345703125,27795.120399305557,2.98
27803.24609375,27796.220355902777,2.98
27806.904296875,27798.995963541667,2.98
27809.962890625,27802.34552951389,2.98
27813.017578125,27805.53402777778,2.98
27807.611328125,27806.83589409722,2.98
27806.19140625,27807.299826388888,3.09
27808.486328125,27807.918923611112,3.09
27811.568359375,27808.83342013889,3.09
27813.94921875,27810.038064236112,3.09
27830.779296875,27814.3953125,3.09
27828.51171875,27817.687196180555,3.09
27821.779296875,27819.152430555554,3.09
27813.0234375,27818.60390625,3.25
27806.859375,27816.82243923611,3.25
27801.12109375,27813.910026041667,3.25
27791.52734375,27809.191536458333,3.25
27793.208984375,27805.186241319443,3.25
27801.76171875,27803.299479166668,3.25
27803.384765625,27802.008159722223,3.25
27798.58984375,27800.36662326389,3.08
27801.146484375,27799.901345486112,3.08
27796.009765625,27798.86723090278,2.89
27812.939453125,27801.597135416665,2.89
27805.775390625,27802.759114583332,2.89
27806.595703125,27803.981727430557,2.89
27804.73828125,27804.49800347222,2.89
27797.109375,27803.232291666667,2.32
27797.826171875,27802.213324652777,2.32
27799.271484375,27801.606944444444,2.32
27812.2421875,27803.579557291665,2.32
27807.95703125,27804.448567708332,2.32
27815.29296875,27806.519270833334,2.32
27816.515625,27808.782204861112,2.32
27824.181640625,27812.33967013889,2.32
27824.13671875,27815.497352430557,2.32
27829.357421875,27819.268098958335,2.32
27829.67578125,27822.38589409722,2.32
27824.181640625,27823.69709201389,2.32
27820.60546875,27823.739496527778,2.62
27823.173828125,27824.109722222223,2.62
27816.685546875,27822.844140625,2.62
27820.7109375,27822.35269097222,2.62
27822.603515625,27822.14652777778,2.62
27831.37890625,27823.73051215278,2.62
27832.205078125,27825.318793402777,2.62
27836.654296875,27827.733637152778,2.62
27839.611328125,27830.58480902778,2.62
27842.552734375,27833.681380208334,2.62
27855.1015625,27838.8,2.62
27865.330078125,27845.254817708334,2.62
27857.27734375,27849.018098958335,2.62
27855.216796875,27851.55668402778,2.62
27855.119140625,27853.35099826389,2.62
27851.638671875,27853.92165798611,3.67
27847.94140625,27853.321006944443,3.67
27850.599609375,27853.001171875,3.67
27855.57421875,27853.432074652777,3.67
27857.671875,27853.993142361112,3.67
27856.70703125,27854.30412326389,3.67
27855.177734375,27854.500868055555,3.67
27852.66796875,27854.242317708333,3.56
27849.55859375,27853.41853298611,3.56
27847.177734375,27852.24214409722,3.56
27840.087890625,27849.74691840278,3.56
27836.54296875,27846.717230902777,3.56
27835.939453125,27843.879210069445,3.56
27837.9609375,27841.881814236112,3.56
27837.904296875,27840.31111111111,3.56
27835.998046875,27838.776996527777,3.56
27834.552734375,27837.38003472222,3.56
27834.314453125,27836.337977430554,3.56
27834.673828125,27835.706553819444,3.56
27830.818359375,27834.581901041667,3.56
27835.986328125,27834.696831597223,3.56
27854.548828125,27838.536631944444,3.56
27899.201171875,27850.893359375,3.56
27953.126953125,27872.674348958335,3.56
27951.69140625,27891.607725694445,3.56
27929.2734375,27903.48654513889,3.56
27934.794921875,27914.364756944444,3.56
27928.71484375,27921.794053819445,3.56
27926.95703125,27926.781987847222,3.56
27952.474609375,27934.737022569443,3.56
27936.15625,27936.839756944446,7.16
27928.376953125,27935.573133680555,7.16
27916.419921875,27931.26675347222,7.16
27927.390625,27929.970225694444,7.16
27924.47265625,27928.630121527778,7.16
27919.57421875,27926.417013888888,7.16
27909.6484375,27922.556987847223,7.16
27907.33203125,27918.65737847222,7.16
27912.7421875,27916.275911458335,7.16
27911.087890625,27914.446527777778,7.16
27912.638671875,27913.484375,7.16
27915.64453125,27913.473133680556,7.16
27939.57421875,27918.26506076389,7.16
27935.8046875,27922.032335069445,7.16
27938.025390625,27925.991927083334,7.16
27925.84375,27927.105164930555,7.53
27919.7109375,27926.631944444445,7.53
27938.876953125,27929.71684027778,7.53
27933.34765625,27931.115104166667,7.53
27922.0,27929.74917534722,6.92
27928.982421875,27929.57170138889,6.92
27933.130859375,27929.92751736111,6.92
27910.564453125,27925.91323784722,6.11
27926.34375,27925.615711805556,6.11
27932.5390625,27926.816840277777,6.11
27938.1875,27928.99887152778,6.11
27938.158203125,27930.764453125,6.11
27929.67578125,27930.849522569446,6.23
27939.2109375,27932.92322048611,6.23
27946.984375,27936.169140625,6.23
27939.84765625,27937.58767361111,6.23
27947.814453125,27940.450303819445,6.23
27942.798828125,27941.48203125,6.23
27941.75390625,27941.939105902777,6.32
27935.140625,27940.86875,6.32
27928.82421875,27938.602821180557,6.32
27929.60546875,27936.70056423611,6.32
27920.9609375,27933.070963541668,6.32
27919.66796875,27929.588324652777,6.32
27918.158203125,27926.41076388889,6.32
27933.81640625,27926.84683159722,6.32
27930.826171875,27926.99592013889,6.32
27923.216796875,27925.889192708335,5.94
27917.1640625,27923.983854166665,5.94
27914.064453125,27921.858072916668,5.94
27919.677734375,27921.182942708332,5.94
27917.833984375,27920.359678819445,5.94
27923.6328125,27920.76566840278,5.94
27906.537109375,27917.664409722223,5.33
27909.61328125,27915.436631944445,5.33
27907.0,27913.22404513889,5.33
27910.859375,27912.312803819445,5.33
27908.564453125,27911.2171875,5.33
27910.150390625,27910.629861111112,5.33
27914.630859375,27911.02560763889,5.33
27910.7109375,27910.749522569444,5.19
27885.08203125,27905.505946180554,5.19
27888.154296875,27901.733506944445,5.19
27882.619140625,27897.26254340278,5.19
27892.111328125,27895.28988715278,5.19
27890.62890625,27893.35160590278,5.19
27899.283203125,27893.59375,5.19
27902.701171875,27894.72573784722,5.19
27943.560546875,27904.19513888889,5.19
27934.115234375,27911.13259548611,5.19
27934.26953125,27917.580815972222,5.19
27926.861328125,27921.454340277778,5.19
27926.740234375,27924.443489583333,5.19
27907.44921875,27922.59396701389,5.49
27907.45703125,27920.405164930555,5.49
27910.646484375,27918.48029513889,5.49
27911.4140625,27916.45642361111,5.49
27934.671875,27918.890494791667,5.49
27919.666015625,27918.52092013889,5.49
27919.5546875,27918.450173611112,5.49
27913.296875,27917.45486111111,4.72
27918.97265625,27917.896137152777,4.72
27918.609375,27918.437369791667,4.72
27913.447265625,27917.698177083334,4.52
27912.8828125,27916.712977430554,4.52
27908.6796875,27914.837456597223,4.52
27907.60546875,27912.807855902778,4.52
27905.41015625,27910.940668402778,4.52
27923.15625,27912.93949652778,4.52
27914.681640625,27913.163368055557,4.52
27915.71875,27913.56388888889,4.52
27917.716796875,27914.436328125,4.52
27906.3046875,27913.046180555557,3.92
27923.751953125,27915.304210069444,3.92
27933.515625,27919.2734375,3.92
27951.890625,27926.365755208335,3.92
27940.71484375,27930.238802083335,3.92
27936.974609375,27932.57925347222,3.92
27940.142578125,27935.246223958333,3.92
27972.78125,27943.875130208333,3.92
27979.064453125,27952.492621527777,3.92
27957.125,27955.358940972223,3.92
27948.4375,27955.358420138888,4.8
27938.00390625,27952.72261284722,4.8
27931.544921875,27948.69526909722,4.8
27936.00390625,27946.011848958333,4.8
27937.119140625,27943.656163194446,4.8
27946.3515625,27943.14375,4.8
27952.4140625,27943.705859375,4.8
27957.712890625,27945.780338541666,4.8
27971.6484375,27951.11640625,4.8
27964.955078125,27954.79105902778,4.8
27968.9765625,27958.90295138889,4.8
27974.048828125,27963.341015625,4.8
27966.88671875,27965.40212673611,4.8
27940.669921875,27961.53359375,4.6
27940.30859375,27957.51388888889,4.6
27955.296875,27956.62612847222,4.6
27954.623046875,27955.539539930556,4.6
27956.30078125,27954.857161458334,4.6
27954.419921875,27954.139670138888,4.6
27953.42578125,27953.457465277777,4.5
27945.9453125,27951.624739583334,4.5
27943.724609375,27949.972395833334,4.5
27906.21875,27941.33359375,4.5
27904.935546875,27933.20373263889,4.5
27913.568359375,27927.58650173611,4.5
27902.564453125,27920.695789930556,4.5
27895.251953125,27913.49943576389,4.5
27894.181640625,27907.445659722223,4.5
27899.705078125,27903.835199652778,4.5
27887.93359375,27899.06423611111,4.5
27886.380859375,27895.271875,4.5
27881.630859375,27891.803819444445,4.5
27861.513671875,27884.858723958332,4.5
27870.421875,27880.66019965278,4.5
27878.435546875,27879.02322048611,4.5
27876.095703125,27877.45447048611,4.5
27889.5859375,27879.009461805555,4.5
27883.208984375,27879.39118923611,4.5
27895.634765625,27882.624652777777,4.5
27898.076171875,27886.175260416665,4.5
27901.728515625,27890.19644097222,4.5
27901.74609375,27893.774522569445,4.5
27905.255859375,27897.160503472223,4.5
27901.54296875,27899.029817708335,4.5
27898.37109375,27899.751258680557,4.81
27891.330078125,27898.56948784722,4.81
27882.7265625,27895.628255208332,4.81
27873.890625,27890.930555555555,4.81
27868.7421875,27885.68637152778,4.81
27860.861328125,27879.517881944445,4.81
27851.955078125,27872.476302083334,4.81
27875.02734375,27871.15564236111,4.81
27885.279296875,27872.557118055556,4.81
27906.859375,27878.636024305557,4.81
27909.994140625,27885.153255208334,4.81
27911.63671875,27891.584244791666,4.81
27914.58203125,27897.961848958334,4.81
27922.92578125,27905.103949652777,4.81
27919.69140625,27910.39509548611,4.81
27879.625,27906.365625,4.98
27858.48046875,27897.49236111111,4.98
27854.400390625,27888.170789930555,4.98
27857.84765625,27880.224869791666,4.98
27863.189453125,27874.436458333334,4.98
27871.0078125,27871.251822916667,4.98
27869.7734375,27868.723177083335,4.98
27870.677734375,27867.37113715278,4.98
27872.06640625,27867.457899305555,4.98
27863.982421875,27866.986197916667,4.77
27831.8984375,27860.4453125,4.77
27835.759765625,27855.26740451389,4.77
27833.978515625,27850.147482638888,4.77
27845.755859375,27847.91345486111,4.77
27835.712890625,27844.058246527777,4.77
27808.28125,27835.501041666666,4.77
27789.400390625,27824.534157986112,4.77
27780.212890625,27813.5359375,4.77
27801.39453125,27808.815234375,4.77
27814.140625,27808.03459201389,4.77
27812.572265625,27807.334895833334,4.77
27812.525390625,27807.141102430556,4.77
27805.0234375,27805.92365451389,4.44
27782.32421875,27801.071527777778,4.44
27799.572265625,27800.85542534722,4.44
27797.646484375,27800.447699652777,4.44
27785.603515625,27797.448133680555,4.44
27780.3828125,27793.284635416665,4.44
27764.833984375,27786.47829861111,4.44
27781.458984375,27784.092664930555,4.44
27766.484375,27779.403515625,4.44
27758.98828125,27774.23828125,4.44
27727.693359375,27763.83706597222,4.44
27734.7265625,27756.056510416667,4.44
27736.662109375,27750.10407986111,4.44
27754.765625,27749.12756076389,4.44
27756.798828125,27749.24296875,4.44
27743.728515625,27747.26840277778,4.04
27734.603515625,27743.937847222223,4.04
27741.666015625,27743.061024305556,4.04
27746.845703125,27743.77165798611,4.04
27752.306640625,27745.84431423611,4.04
27745.814453125,27746.071571180557,4.01
27782.25,27753.339539930555,4.01
27774.8984375,27758.124131944445,4.01
27765.115234375,27760.5046875,4.01
27760.072265625,27761.691840277777,3.21
27762.40234375,27762.98181423611,3.21
27759.09375,27762.992317708333,3.21
27745.353515625,27759.867491319445,3.21
27753.11328125,27758.327777777777,3.21
27749.400390625,27756.02756076389,3.21
27756.693359375,27755.10625,3.21
27746.880859375,27752.790364583332,2.85
27721.642578125,27746.04943576389,2.85
27729.62890625,27741.871831597222,2.85
27739.09375,27740.26371527778,2.85
